input.course_name,Manual Facility Name,input.address,manual street address,input.state,State Abbr.,input.city,input.country,output.website_url,error,tee_on_detected,all_techs
Oak Gables Golf Club - Maple Course,,"1505 Highway #2, Jerseyville, Ontario, L0R 1R0",1505 Highway #2,Ontario,ON,Jerseyville,Canada,http://www.oakgables.com/,,No,"WordPress, Lightspeed"
Owenbrook Golf Course,,"4212 Highway #504, Apsley, Ontario, K0L 1A0",4212 Highway #504,Ontario,ON,Apsley,Canada,http://www.owenbrookgolfcourse.com,Failure,,
Paradise Valley Golf Course,Paradise Valley Golf Course,"90 Gehring Road, Medicine Hat, Alberta, T1B 4W1",90 Gehring Road,Alberta,AB,Medicine Hat,Canada,http://www.paradisevalleypar3.com,,Yes,"WordPress, Tee On"
Peach Trees Executive Golf Club,Peach Trees Executive Golf Club,"221 Niven Road, R.R. #3 , Niagara on the Lake, Ontario, L0S 1J0",221 Niven Road,Ontario,ON,Niagara on the Lake,Canada,http://www.peachtreesgolf.com,Failure,,
Pender Harbour Golf Club,Pender Harbour Golf Club,"13823 Sunshine Coast Highway, Madeira Park, British Columbia, V0N 2H0",13823 Sunshine Coast Highway,British Columbia,BC,Madeira Park,Canada,http://www.pendergolf.ca/,,Yes,Tee On
Perth Golf Course,,"141 Peter St, Perth, Ontario, Canada, K7H 3E4",141 Peter St,Ontario,ON,Perth,Canada,http://www.perthgolf.com,,No,
Petawawa Golf Club,Petawawa Golf Club,"3 Festubert Blvd, Petawawa, Ontario, K8H 2X3",3 Festubert Blvd,Ontario,ON,Petawawa,Canada,http://www.petawawagolfclub.com/,,No,
Pin-Hi Golf Course,,"1655 Hammonds Plains Rd, Hammonds Plains, Nova Scotia, Canada, B4B 1P5",1655 Hammonds Plains Rd,Nova Scotia,NS,Hammonds Plains,Canada,http://www.pinhigolfcourse.com/,Failure,,
Ponoka Community Golf Club,Ponoka Community Golf Club,"3519 46 St, Ponoka, Alberta, T4J 1R5",3519 46 St,Alberta,AB,Ponoka,Canada,http://www.ponokagolf.com/,,Yes,Tee On
Champions Nest Golf Club - Blue Course,,"1144 8th Line Rd, Edwards, Ontario, Canada, K0A 1V0",1144 8th Line Rd,Ontario,ON,Edwards,Canada,http://www.poplargrovegolf.ca,Failure,,
Poplars Golf Club,Poplars Golf Club,"189 East Hungerford RR#4, Tweed, Ontario, K0K 3J0",189 East Hungerford RR#4,Ontario,ON,Tweed,Canada,http://www.poplarsgolfclub.com,,No,
Starks Golf Course,Starks Golf Course,"R.R. #3, Port Rowan, Ontario, N0E 1M0",R.R. #3,Ontario,ON,Port Rowan,Canada,http://www.portrowanbusiness.com/starksgolf.htm,Failure,,
Rideau Lakes Golf and Country Club,Rideau Lakes Golf and Country Club,"326 Sunnyside Rd. , Westport, Ontario, K0G 1X0",326 Sunnyside Rd.,Ontario,ON,Westport,Canada,http://www.rideaulakesgolf.ca/,,Yes,Tee On
Ridgewood Golf Club,Ridgewood Golf Club,"53 Ravine Drive, Truro Heights, Truro, Nova Scotia, B6L 1R5",53 Ravine Drive,Nova Scotia,NS,Truro,Canada,http://www.ridgewoodgolfcourse.ca,Failure,,
Riverbend Golf & Fishing Club,Riverbend Golf & Fishing Club,"541 Route 628 , Durham Bridge, New Brunswick, E6C 1J9",541 Route 628,New Brunswick,NB,Durham Bridge,Canada,http://www.riverbendgolf.nb.ca/,,No,Tee It Up
River Run Golf Club,River Run Golf Club,"922 West North River Road, North River, Nova Scotia, B2N 5B4",922 West North River Road,Nova Scotia,NS,North River,Canada,http://www.riverrungolf.ca/,Failure,,
Riverview Golf and Country Club,Riverview Golf and Country Club,"313 Victoria Ave , Fenwick, Ontario, L0S 1C0",313 Victoria Ave,Ontario,ON,Fenwick,Canada,http://www.riverviewgolfclub.ca/,Failure,,
Roundel Glen Golf Club,,"50 Golf Club Rd., Astra, Ontario, K0K 3W0",50 Golf Club Rd.,Ontario,ON,Astra,Canada,http://www.roundelglen.com,Failure,,
Royal Estrie Golf Club,Royal Estrie Golf Club,"375 chemin du Golf C.P. 303 , Asbestos, Quebec, J1T 3M7",375 chemin du Golf C.P. 303,Quebec,QC,Asbestos,Canada,http://www.royalestrie.com,,No,WordPress
Royal Michaels Bay Golf Course,Royal Michaels Bay Golf Course,"221 Pennie Ave., Tehkummah, Ontario, P0P 2C0",221 Pennie Ave.,Ontario,ON,Tehkummah,Canada,http://www.royalmichaelsbay.com,Failure,,
Royal Niagara Golf Club - Old Canal Course,,"1 Niagara on the Green Blvd, Niagara-on-the-Lake, Ontario, Canada, L0S 1J0",1 Niagara on the Green Blvd,Ontario,ON,Niagara on the Lake,Canada,http://www.royalniagara.com/,,No,"WordPress, Lightspeed"
Royal Papineau Golf and Resort,Royal Papineau Golf and Resort,"65 Chemin du Golf , Notre-Dame-de-la-Salette, Quebec, Canada, J0X 2L0",65 Chemin du Golf,Quebec,QC,Notre Dame de la Salette,Canada,http://www.royalpapineau.com,,No,WordPress
Saint-Quentin Golf Club,Saint-Quentin Golf Club,"75 Chemin Labrie, Saint-Quentin, New Brunswick, Canada, E8A 2C9",75 Chemin Labrie,New Brunswick,NB,Saint Quentin,Canada,http://www.saintquentin.nb.ca/,,No,Wix Bookings
Salt Creek Golf Links,Salt Creek Golf Links,"353 Norham Road , Warkworth, Ontario, K0K 3K0",353 Norham Road,Ontario,ON,Warkworth,Canada,http://www.saltcreekgolflinks.com/,,No,"WordPress, Lightspeed"
Sault Ste. Marie Golf Club,Sault Ste. Marie Golf Club,"1804 Queen Street East , Sault Ste. Marie, Ontario, P6A 2H1",1804 Queen Street East,Ontario,ON,Sault Ste Marie,Canada,http://www.saultgolfclub.ca/,,Yes,Tee On
Millstream Scenic View Golf Course & Campground,Millstream Scenic View Golf Course & Campground,"Highway 880, Millstream, New Brunswick, E4G 1R3",Highway 880,New Brunswick,NB,Millstream,Canada,http://www.scenicview.ca,Failure,,
Settlers' Ghost Golf Club,Settlers' Ghost Golf Club,"3421 Line 1 North, RR#1, Barrie, Ontario, Canada, L4M 4Y8",3421 Line 1 North,Ontario,ON,Barrie,Canada,http://www.settlersghost.com/,,Yes,"WordPress, Tee On"
South Cove Golf & Camping,South Cove Golf & Camping,"55 Chemin South Cove, Shediac, New Brunswick, Canada, E4P 2T6",55 Chemin South Cove,New Brunswick,NB,Shediac,Canada,http://www.shediacsouthcove.ca/,,No,"WordPress, Lightspeed"
Silver Brooke Golf Club,Silver Brooke Golf Club,"45 Cindy Lane, Lisle, ON L0M 1M0",45 Cindy Lane,Ontario,ON,Lisle,Canada,http://www.silverbrooke.com/,,Yes,"Lightspeed, Tee On"
Silver Willow Golf Club,Silver Willow Golf Club,"30133-Rg Rd 20, Carstairs, Alberta, T0M 0N0",,Alberta,AB,Carstairs,Canada,http://www.silverwillow.ca,,No,WordPress
Simoro Golf Links,Simoro Golf Links,"1045 Penetanguishene Rd, Barrie, Ontario, L4M 4Y8",1045 Penetanguishene Rd,Ontario,ON,Barrie,Canada,http://www.simoro.ca/,,Yes,Tee On
Speargrass Golf Course,Speargrass Golf Course,"82 Speargrass Boulevard, Carseland, Alberta, T0J 0M0",82 Speargrass Blvd,Alberta,AB,Carseland,Canada,http://www.speargrass.ca/,,Yes,"WordPress, Tee On"
Spring Creek Golf Club,Spring Creek Golf Club,"4988 Westney Road North, Claremont, Ontario, L1Y 1A2",4988 Westney Road North,Ontario,ON,Claremont,Canada,http://www.springcreekgc.com,,Yes,Tee On
Springfield Valley Golf Course,Springfield Valley Golf Course,"1963 Route 870, Springfield, NB, Canada, E5T 2H8",1963 Route 870,New Brunswick,NB,Springfield,Canada,http://www.springfieldvalleygolf.ca,Failure,,
St. Felix Golf and Country Club,St. Felix Golf and Country Club,"1020 Greenmount Road, St Felix, Prince Edward Island, Canada, C0B 2B0",1020 Greenmount Road,Prince Edward Island,PE,St Felix,Canada,http://www.stfelixgolf.com/,,No,
St-Malo Golf & Cabins,St-Malo Golf & Cabins,"P.O. Box 220, St. Malo, MB , R0A 1T0",P.O. Box 220,Manitoba,MB,St Malo,Canada,http://www.stmalogolfcabins.com,404 Not Found,,
Stonehaven Golf Club,Stonehaven Golf Club,"RR 2, Embro, ON, N0J 1J0",RR 2,Ontario,ON,Embro,Canada,http://www.stonehavengolf.ca/,Failure,,
St. Thomas Golf and Country Club,St. Thomas Golf and Country Club,"42325 Sparta Line , Union, Ontario, N0L 2L0",42325 Sparta Line,Ontario,ON,St Thomas,Canada,http://www.stthomasgolf.com,,No,"WordPress, ClubHouse Online, Jonas Software"
Sunnyside Golf Club,Sunnyside Golf Club,"21 Wedgewood Bay, Brandon, Manitoba, Canada, R7B 3M9",21 Wedgewood Bay,Manitoba,MB,Brandon,Canada,http://www.sunnysidegolf.ca/,,No,
Tamarack Golf Club,Tamarack Golf Club,"Route 500 , Labrador City, Newfoundland, A0R 1B0",Route 500,Newfoundland,NL,Labrador City,Canada,http://www.tamarackgolfclub.ca,Failure,,
Terrae Pines Golf Course,Terrae Pines Golf Course,"St Albert Trail & Hwy 2, St Albert, Alberta, Canada, T8N 6L5",St Albert Trail & Hwy 2,Alberta,AB,St Albert,Canada,http://www.terraepines.com/,,No,
Glendale Golf and Country Club,Glendale Golf and Country Club,"12420 199th Street , Edmonton, Alberta, T5J 4L3",12410 - 199 Street,Alberta,AB,Edmonton,Canada,http://www.theglendale.com,,No,"Jonas Software, ClubHouse Online"
The Meadows at East St. Paul Golf Course,The Meadows at East St. Paul Golf Course,"2511 McGregor Farm Road North, East St. Paul, MB, Canada, R2E 1E9",2511 McGregor Farm Road North,Manitoba,MB,East St Paul,Canada,http://www.themeadowsgc.com,Failure,,
Scottish Glen Golf Course,Scottish Glen Golf Course,"1994 Scotch Corners Rd, Mississippi Mills, Ontario, K7C 4L3",1994 Scotch Corners Rd,Ontario,ON,Mississippi Mills,Canada,http://www.thescottishglen.ca/,,No,"Squarespace, Acuity Scheduling"
Shamrock Golf Course,Shamrock Golf Course,"P.O. Box 280 , Ile Des Chenes, Manitoba, R0A 0T0",P.O. Box 280,Manitoba,MB,Ile Des Chenes,Canada,http://www.theShamrockGolfCourse.com,Failure,,
The Willows at Holyrood,The Willows at Holyrood,"Main Road, Holyrood, Newfoundland, A1B 1A3",Main Road,Newfoundland,NL,Holyrood,Canada,http://www.thewillowsgolf.ca/,,Yes,"Tee On, 121 Marketing"
Thompson Golf Club,Thompson Golf Club,"Moak Lake Road , Thompson, Manitoba, Canada, R8N 1N6",Moak Lake Road,Manitoba,MB,Thompson,Canada,http://www.thompsongolfclub.com/,,Yes,Tee On
Thunderbird Golf Club,Thunderbird Golf Club,"1927 Richardson Side Road, Kanata, Ontario, K2K 1X4",1927 Richardson Side Road,Ontario,ON,Kanata,Canada,http://www.thunderbirdsportscentre.com/,,No,
Top O' The Hill Golf Course,,"Hwy 20, Sylvan Lake, Alberta, T4S 1M9",Hwy 20,Alberta,AB,Sylvan Lake,Canada,http://www.topothehillgolf.ca/,Failure,,
Swan Hills Golf and Country Club,Swan Hills Golf and Country Club,"PO Box 648 , Swan Hills, Alberta, T0G 2C0",PO Box 648,Alberta,AB,Swan Hills,Canada,http://www.townofswanhills.com/lifestyle/adventure/golf-course,,No,WordPress
Trafalgar Golf and Country Club,,"6728 Sixth Line, Milton, Ontario, L9T 2X7",6728 Sixth Line,Ontario,ON,Milton,Canada,http://www.trafalgargolf.com,,No,GoDaddy
Trail Creek Golf Club,Trail Creek Golf Club,"33055 Range Rd 31, Olds, Alberta, T4H �������1P3",33055 Range Rd 31,Alberta,AB,Olds,Canada,http://www.trailcreekgolf.com/,,No,"Wix Bookings, Lightspeed"
Delahunt Golf and Country Club,Delahunt Golf and Country Club,"Prov. Rd. 242 P.O. Box 149, Treherne, Manitoba, R0G 2V0",Prov. Rd. 242 P.O. Box 149,Manitoba,MB,Treherne,Canada,http://www.trehernegolf.com,,Yes,Tee On
Tumbler Ridge Golf and Country Club,Tumbler Ridge Golf and Country Club,"1 Golf Course Drive, Box 2077, Tumbler Ridge, British Columbia, V0C 2W0",1 Golf Course Drive,British Columbia,BC,Tumbler Ridge,Canada,http://www.tumblerridgegolf.ca/,Failure,,
Twin Streams Golf Course,Twin Streams Golf Course,"3481 Carriage Rd, Delaware, Ontario, N0L 1E0",3481 Carriage Rd,Ontario,ON,Delaware,Canada,http://www.twinstreams.ca/,,Yes,"WordPress, Tee On"
VistaBay Golf Course,VistaBay Golf Course,"1248 Pownal Road, Route 26 , Charlottetown, PEI, Canada, C1A 7J6",1248 Pownal Road,Prince Edward Island,PE,Charlottetown,Canada,http://www.vistabay.ca,Failure,,
Warkworth Golf Club,Warkworth Golf Club,"R. R. #4 , Warkworth, Ontario, K0K 3K0",R. R. #4,Ontario,ON,Warkworth,Canada,http://www.warkworthgolf.com/,,No,"WordPress, Lightspeed"
Warman Golf Club,Warman Golf Club,"307 Haichert Street West, Warman, Saskatchewan, S0K 4S0",307 Haichert Street West,Saskatchewan,SK,Warman,Canada,http://www.warmangcc.com,Failure,,
Waskada Golf Club,Waskada Golf Club,"Waskada Park, Waskada, Manitoba, R0M 2E0",Waskada Park,Manitoba,MB,Waskada,Canada,http://www.waskada.org,Failure,,
Waterloo Golf Academy,Waterloo Golf Academy,"100 Wilmot Line , Waterloo, Ontario, N2J 3Z4",100 Wilmot Line,Ontario,ON,Waterloo,Canada,http://www.waterloogolf.ca/,,No,WordPress
Tor Hill Golf Course - North/West,,"King's Park, Box 1815, Regina, Saskatchewan, S4P 3C6",King's Park,Saskatchewan,SK,Regina,Canada,http://www.westerngolfmanagement.com/dir_torhill.html,,No,
Westfield Golf and Country Club,Westfield Golf and Country Club,"8 Golf Club Rd, Grand Bay-Westfield, New Brunswick, Canada, E5K 2Y9",8 Golf Club Rd,New Brunswick,NB,Grand Bay Westfield,Canada,http://www.westfieldgolf.com,,No,"Lightspeed, WordPress"
Moberly Lake and District Golf Club,,"2040 Hwy 29 Box 47 , Moberly Lake, British Columbia, V0C 1X0",2040 Hwy 29 Box 47,British Columbia,BC,Moberly Lake,Canada,http://www.westmo.org/programs/moberly-lake-golf-course,Soft 404 detected on main page,,
Whispering Hills Golf Club,Whispering Hills Golf Club,"1144 Bruce Road 4, Hanover, Ontario, N0G 2V0",1144 Bruce Road 4,Ontario,ON,Hanover,Canada,http://www.whisperinghillsgolfclub.com/,,No,
Whistler Golf Club,Whistler Golf Club,"4010 Whistler Way, Whistler, British Columbia, V0N 1B4",4010 Whistler Way,British Columbia,BC,Whistler,Canada,http://www.whistlergolf.com,,No,Club Prophet
Whitevale Golf Club,Whitevale Golf Club,"2985 Golf Club Road , Whitevale, Ontario, L0H 1M0",2985 Golf Club Road,Ontario,ON,Whitevale,Canada,http://www.whitevalegolfclub.com/,,No,ForeTees
Whitewood Links Golf Course,Whitewood Links Golf Course,"53506 Range Rd 43, Wabamun, Alberta, T0E 2K0",53506 Range Rd 43,Alberta,AB,Wabamun,Canada,http://www.whitewoodgolfrv.com,Failure,,
Will-O-Bend Golf,Will-O-Bend Golf,"2370 Highway 3/93, Jaffray, BC, V0V 1T0",2370 Highway 3/93,British Columbia,BC,Jaffray,Canada,http://www.willobend.com/,,No,Weebly
Willow Greens Golf Course,Willow Greens Golf Course,"R.R. #1 , Westerose, Alberta, T0C 2V0",R.R. #1,Alberta,AB,Westerose,Canada,http://www.willowgreensgolf.com/,Failure,,
Wingham Golf Club,Wingham Golf Club,"40292 Jamestown Rd, R.R. #4 , Wingham, Ontario, N0G 2W0",40292 Jamestown Rd,Ontario,ON,Wingham,Canada,http://www.winghamgcc.com,Failure,,
Wolfe Island Riverfront Golf Course,Wolfe Island Riverfront Golf Course,"#802, 9th Line Rd, Wolfe Island, Ontario, K0H 2Y0",#802,Ontario,ON,Wolfe Island,Canada,http://www.wolfeislandriverfrontgolf.com,,No,
Woodstock Meadows Golf Club,,"R.R. #5 , Woodstock, Ontario, N4S 7V9",R.R. #5,Ontario,ON,Woodstock,Canada,http://www.woodstockmeadows.com/,Failure,,
Wynyard Golf Club,Wynyard Golf Club,"P.O. Box 178, Wynyard, Saskatchewan, S0A 4T0",P.O. Box 178,Saskatchewan,SK,Wynyard,Canada,http://www.wynyardgolf.com/,,No,WordPress
Yellowhead Grove Golf Course,,"5961 Leland Road , Prince George, British Columbia, V2N 6J2",5961 Leland Road,British Columbia,BC,Prince George,Canada,http://www.yellowheadgrove.com,Failure,,
Abercrombie Golf Club,Abercrombie Golf Club,"79 Abercrombie Loop, New Glasgow, Nova Scotia, B2H 5E7",79 Abercrombie Loop,Nova Scotia,NS,New Glasgow,Canada,https://abercrombiegolf.com/,,No,"Lightspeed, WordPress"
Aberdeen Glen Golf Club,Aberdeen Glen Golf Club,"1010 Clubhouse Drive, Prince George, British Columbia, V2K 5R7",1010 Clubhouse Drive,British Columbia,BC,Prince George,Canada,https://aberdeenglengolf.com/,,Yes,"WordPress, Tee On"
Acme Golf Club,Acme Golf Club,"Box 581, Acme, Alberta, T0M 0A0",14005 Redfield Drive,Alberta,AB,Acme,Canada,https://acmegolfclub.com/,,No,
Ainsdale Golf Course,Ainsdale Golf Course,"R.R. #1, 2264 Concession 12, Huron Twp. , Kincardine, Ontario, N2Z 2X3",R.R. #1,Ontario,ON,Kincardine,Canada,https://ainsdalegolfcourse.com/,,No,"WordPress, Lightspeed"
Alberta Springs Golf Resort,Alberta Springs Golf Resort,"Site 11 Box 7 RR4, Red Deer, Alberta, T4N 5E4",Site 11 Box 7 RR4,Alberta,AB,Red Deer,Canada,https://albertaspringsgolf.com/,,Yes,"WordPress, Tee On"
Club de Golf Alpin,Club de Golf Alpin,"20, rue Tremblay RR 1, Sainte-Brigitte-de-Laval, Quebec, Canada, G0A 3K0",20,Quebec,QC,Sainte Brigitte de Laval,Canada,https://alpin.qc.ca/,,No,WordPress
Amherst Golf Club,Amherst Golf Club,"487 John Black Rd, Amherst, Nova Scotia, B4H 3Y3",487 John Black Rd,Nova Scotia,NS,Amherst,Canada,https://amherstgolfclub.com/,,No,"Lightspeed, WordPress"
Amherstview Golf Club,Amherstview Golf Club,"477 Golf Club Road, Amherstview, Ontario, Canada, K7N 1A7",477 Golf Club Road,Ontario,ON,Amherstview,Canada,https://amherstviewgolfclub.ca/,,Yes,Tee On
Andersons Creek Golf Club,Andersons Creek Golf Club,"240 N Rd, Stanley Bridge, Prince Edward Island, C0A 1M0",240 N Rd,Prince Edward Island,PE,Stanley Bridge,Canada,https://andersonscreek.com,,Yes,"WordPress, Tee On"
Angus Glen Golf Club - North,,"10080 Kennedy Road, Markham, Ontario, L6C 1N9",10080 Kennedy Road,Ontario,ON,Markham,Canada,https://angusglen.com/,,No,"WordPress, Tee It Up, ClubHouse Online"
Antigonish Golf and Country Club,Antigonish Golf and Country Club,"87 Cloverville Road, Antigonish, Nova Scotia, B2G 2M8",87 Cloverville Road,Nova Scotia,NS,Antigonish,Canada,https://antigonishgolf.ca/,,No,"Lightspeed, WordPress"
Dentonia Park Golf Course,Dentonia Park Golf Course,"781 Victoria Park Avenue , Scarborough, Ontario, M4C 5S8",781 Victoria Park Avenue,Ontario,ON,Scarborough,Canada,https://app.golfthe6ix.com/web/home,,No,
Archie's Family Golf Club,Archie's Family Golf Club,"1719 Vincent Massey Dr, Cornwall, Ontario, K6H 5R6",1719 Vincent Massey Dr,Ontario,ON,Cornwall,Canada,https://archiescornwall.com/,,No,Sweetspot.
Ashburn Golf Club - New,Ashburn Golf Club - New,"60 Golf Club Rd, Fall River, Nova Scotia, B2T 1Z2",60 Golf Club Rd,Nova Scotia,NS,Fall River,Canada,https://ashburngolfclub.com/,,No,"Jonas Software, ClubHouse Online"
Aspen Grove Golf Course,Aspen Grove Golf Course,"4555 Leno Road , Prince George, British Columbia, V2N 6E3",4555 Leno Road,British Columbia,BC,Prince George,Canada,https://aspengrovegolf.com/,,No,
Aspotogan Ridge Golf Club,Aspotogan Ridge Golf Club,"14 Parkwood Drive, Hubbards, Nova Scotia, B0J 1T0",14 Parkwood Drive,Nova Scotia,NS,Hubbards,Canada,https://aspotoganridge.com/,,Yes,"WordPress, Tee On"
Athabasca Golf and Country Club,Athabasca Golf and Country Club,"#1 Highway 813 & Golf Course Rd, Athabasca, Alberta, Canada, T9S 1T6",664011 Range Rd 224A,Alberta,AB,Athabasca,Canada,https://athabascagolf.ca/,,Yes,"WordPress, Tee On"
Avon Valley Golf and Country Club,Avon Valley Golf and Country Club,"595 Falmouth Back Rd, Falmouth, Nova Scotia, B0P 1L0",595 Falmouth Back Rd,Nova Scotia,NS,Falmouth,Canada,https://avonvalleygolf.com,,Yes,"Lightspeed, WordPress, Tee On"
Ayren Links,Ayren Links,"5210 Bethesda Road, Bowmanville, Ontario, L1C 3K5",5210 Bethesda Road,Ontario,ON,Bowmanville,Canada,https://ayrenlinks.com/,,No,WordPress
Bally Haly Golf and Country Club,Bally Haly Golf and Country Club,"100 Logy Bay Rd, St. John's, Newfoundland, A1A 1J5",100 Logy Bay Rd,Newfoundland,NL,St Johns,Canada,https://ballyhaly.com/,,No,"WordPress, Total e Integrated"
Banty's Roost Golf and Country Club - Blue/White,,"12600 Bramalea Road, Caledon East, Ontario, L7C 2P3",12600 Bramalea Road,Ontario,ON,Caledon East,Canada,https://bantysroostgolf.ca/,,Yes,"Lightspeed, Tee On"
Barcovan Golf Club,Barcovan Golf Club,"1412 County Road 64, Carrying Place, Ontario, K0K 1L0",1412 County Road 64,Ontario,ON,Carrying Place,Canada,https://barcovangolf.com/,,No,WordPress
Bashaw Golf Club,Bashaw Golf Club,"Hwy 21 , Bashaw, Alberta, T0B 0H0",21375 Township Rd 414,Alberta,AB,Bashaw,Canada,https://bashawgolf.com/,,No,WordPress
Bathurst Glen Golf Club,Bathurst Glen Golf Club,"12481 Bathurst St, Richmond Hill, Ontario, L6A 2C5",12481 Bathurst St,Ontario,ON,Richmond Hill,Canada,https://bathurstglengolf.ca/,,No,"WordPress, Total e Integrated"
Beach Grove Golf and Country Club,Beach Grove Golf and Country Club,"14134 Riverside Drive East St. Clair Beach , Windsor, Ontario, N8N 1B6",14134 Riverside Drive East St. Clair Beach,Ontario,ON,Windsor,Canada,https://beachgrove.net/,,No,"Jonas Software, ClubHouse Online"
Beaconsfield Golf Club,Beaconsfield Golf Club,"49 Golf Avenue , Pointe-Claire, Quebec, Canada, H9S 4N6",49 Golf Avenue,Quebec,QC,Pointe Claire,Canada,https://beaconsfieldgolfclub.ca/,,No,NorthStar
Bear Creek Golf Club,Bear Creek Golf Club,"11220-132 Ave, Grande Prairie, Alberta, T8V 6W7",11220 132 Ave,Alberta,AB,Grande Prairie,Canada,https://bearcreekgolfclub.ca/,,No,"Club Prophet, WordPress"
Bear Mountain Golf & Tennis Resort Community - Mountain,Bear Mountain Golf & Tennis Resort Community,"1999 Country Club Way, Victoria, British Columbia, V9B 6R3",1999 Country Club Way,British Columbia,BC,Victoria,Canada,https://bearmountain.ca,,No,
Beaumaris Golf Club,Beaumaris Golf Club,"P.O Box 24 , Beaumaris, Ontario, P0B 1B0",P.O Box 24,Ontario,ON,Beaumaris,Canada,https://beaumaris.org,,No,"ClubCaddie, WordPress"
Beauty Bay Park and Golf Club,Beauty Bay Park and Golf Club,"121 Beauty Bay Road, Kenora, Ontario, P9N 3W7",121 Beauty Bay Road,Ontario,ON,Kenora,Canada,https://beautybaygolf.ca/,,Yes,"WordPress, Tee On"
Beaver Dam Golf Course,Beaver Dam Golf Course,"Rocky View No. 44, Madden, Alberta, Canada, T0M 1L0",Rocky View No. 44,Alberta,AB,Madden,Canada,https://beaverdamgolf.ca/,,Yes,"WordPress, Tee On"
Beeton Golf & Country Club,Beeton Golf & Country Club,"6494 9th Line, Beeton, Ontario, L0G 1A0",6494 9th Line,Ontario,ON,Beeton,Canada,https://beetongolf.com/,,Yes,"WordPress, Tee On"
Belfast Highland Greens,Belfast Highland Greens,"138 Selkirk Park Rd, Belfast, Prince Edward Island, C0A 1A0",138 Selkirk Park Rd,Prince Edward Island,PE,Belfast,Canada,https://belfasthighlandgreens.ca/,,Yes,"WordPress, Tee On, Tee Time Central"
Belleview Golf Club,,"R.R. #2 436 Belle River Road , Woodslee, Ontario, N0R 1V0",R.R. #2 436 Belle River Road,Ontario,ON,Woodslee,Canada,https://belleviewgolf.ca,,Yes,"WordPress, Tee On"
Bellmere Winds Golf Club,Bellmere Winds Golf Club,"1235 Villiers Line, Otonabee-South Monaghan, Ontario, Canada, K0L 3B0",1235 Villiers Line,Ontario,ON,Keene,Canada,https://bellmerewindsgolfresort.com/,,No,"WordPress, Lightspeed"
Belvedere Golf and Country Club,Belvedere Golf and Country Club,"Hwy 21 , Sherwood Park, Alberta, T8A 2A6",Hwy 21,Alberta,AB,Sherwood Park,Canada,https://belvederegcc.com/,,No,"WordPress, Jonas Software, ClubHouse Online"
Belvedere Golf Club,Belvedere Golf Club,"1 Greensview Dr, Charlottetown, Prince Edward Island, Canada, C1A 6C3",1 Greensview Dr,Prince Edward Island,PE,Charlottetown,Canada,https://belvederegolfpei.com/,,No,Club Prophet
Bengough Regional Golf Club,Bengough Regional Golf Club,"Box 17, Bengough, Saskatchewan, S0C 0K0",Box 17,Saskatchewan,SK,Bengough,Canada,https://bengoughrec.com,,No,Squarespace
Berwick Heights Golf Course,Berwick Heights Golf Course,"3060 Hwy 221, Berwick, Nova Scotia, B0P 1C0",3060 Hwy 221,Nova Scotia,NS,Berwick,Canada,https://berwickheightsgolf.com/,,No,
Club de Golf de Bic,Club de Golf de Bic,"150 Chemin du Golf , Bic, Quebec, G0L 1B0",150 Chemin du Golf,Quebec,QC,Bic,Canada,https://bicsurmer.com/,,No,"WordPress, Lightspeed"
Big Sky Golf and Country Club,Big Sky Golf and Country Club,"1690 Airport Road, Pemberton, British Columbia, V0N 2L0",1690 Airport Road,British Columbia,BC,Pemberton,Canada,https://bigskygolf.ca/,,No,"Club Prophet, Lightspeed"
Bigwin Island Golf Club,Bigwin Island Golf Club,"1137 Old Hwy 117, Baysville, Ontario, P0B 1A0",1137 Old Hwy 117,Ontario,ON,Baysville,Canada,https://bigwinisland.com/,,No,"WordPress, NorthStar"
Birchdale Golf Course,Birchdale Golf Course,"7023 Highway 97A , Grindrod, British Columbia, V0E 1Y0",7023 Highway 97A,British Columbia,BC,Grindrod,Canada,https://birchdalegolf.ca/,,No,WordPress
Black Bull Golf Course - Championship,Black Bull Golf Course,"Box 9 , Ma-Me-O Beach, Alberta, T0C 1X0",Box 9,Alberta,AB,Ma Me O Beach,Canada,https://blackbullgolf.com/,,No,"WordPress, Lightspeed"
Black Diamond Golf Club,Black Diamond Golf Club,"705 Pontypool Road, Pontypool, Ontario, Canada, L0A 1K0",705 Pontypool Road,Ontario,ON,Pontypool,Canada,https://blackdiamondgolfclub.ca/,,Yes,Tee On
Black Mountain Golf Club,Black Mountain Golf Club,"575 Black Mountain Dr. , Kelowna, British Columbia, V1P 1P7",575 Black Mountain Dr.,British Columbia,BC,Kelowna,Canada,https://blackmountaingolf.ca/,,Yes,"WordPress, Tee On"
Blairhampton Golf Club,Blairhampton Golf Club,"1557 Duck Lake Road, Minden, Ontario, K0M 2K0",1557 Duck Lake Road,Ontario,ON,Minden,Canada,https://blairhamptongolf.com/,,No,Lightspeed
Blue Springs Golf Club - Par-3,Blue Springs Golf Club - Par-3,"R.R#1 13448 Dublin Line, Acton, Ontario, L7J 2L7",R.R#1 13448 Dublin Line,Ontario,ON,Acton,Canada,https://bluesprings.clublink.ca,,No,
Blue Springs Golf Club,Blue Springs Golf Club,"R.R#1 13448 Dublin Line, Acton, Ontario , L7J 2L7",R.R#1 13448 Dublin Line,Ontario,ON,Acton,Canada,https://bluesprings.clublink.ca/,,No,
